,0
292,1291867.3694877094
293,923738.58840932
294,295330.03850282123
295,887333.2527995224
296,940127.1666090597
297,822364.163374466
298,861851.4130012076
299,714950.3106155432
300,763035.5830955469
301,1079370.4003544291
302,1066038.1045067029
303,852842.687819099
304,1006840.5493148121
305,945156.0358418716
306,240022.9304846453
307,928982.3841501886
308,804503.2103372609
309,1005596.1294099633
310,800023.0306331633
311,1056532.8034263426
312,857206.7986511635
313,756985.9387170151
314,545389.551735399
315,744726.2206338949
316,875636.5670599157
317,860981.473032636
318,1187437.0666459193
319,861138.6789483153
320,986274.8528910935
321,798268.0257055915
322,615511.3782005492
323,1071379.7023566368
324,729120.3834420954
325,943700.1493292239
326,920281.2807913008
327,608863.2511627639
328,795366.2799977132
329,1499798.2780376766
330,711726.0723831952
331,871150.0518781065
332,684589.0492457902
333,535875.5777576524
334,924553.0235731746
335,1010976.9534177874
336,979214.5872291211
337,879395.7156594774
338,831773.8246039649
339,683136.8255098537
340,2259683.836837756
341,1051422.3217366245
342,1001195.8118097363
343,639937.0660680733
344,516597.1048357934
345,908712.8479412635
346,1005278.1662275381
347,912702.6132964293
348,738854.9772604054
349,531013.405281228
350,1035932.6605633914
351,735318.7444915224
352,1123445.4276694953
353,800363.601223459
354,356460.5190543154
355,563790.2540285133
356,767583.8394458392
357,592045.3450574052
358,664898.0230287632
359,976780.1421365201
360,887070.6784457902
361,544174.1525233203
362,1419978.1940693492
363,1013890.5151119253
364,876911.0114423704
365,1371663.872183822
366,467408.81929073215
367,1192547.153393159
368,994869.6290492266
369,1014110.0326086273
370,318287.59408770804
371,1101516.6014263434
372,340024.4511406565
373,562696.9793898459
374,993690.061463207
375,1112941.8362183217
376,940087.9026100375
377,525137.8525894004
378,772916.1714836133
379,884584.0847982358
380,847203.551560802
381,813869.192506194
382,995233.0575237185
383,762698.5815304022
384,699267.1265560912
385,1264288.6188985007
386,1293911.3564861068
387,1008458.5060622636
388,522831.3746850493
389,861601.3227380784
390,363119.0079507218
391,649823.6093173439
392,874010.6051502118
393,568282.9360078864
394,882326.9283894205
395,1096268.9450895276
396,1252070.0608638376
397,727358.3381610304
398,883840.8932747348
399,963204.1830931149
400,1078687.1126847859
401,724540.5754259822
402,746457.0349690588
403,1112735.2955002822
404,886007.1232961342
405,1141515.6495662723
406,721829.9352529475
407,672120.3581422191
408,870700.4089333034
409,749602.4035838095
410,923642.4439012997
411,810982.6251191673
412,753449.4658099986
413,1233806.0019345116
414,949693.9711376061
415,1156930.7868704703
416,1672041.654615107
417,397603.0773646027
418,671305.5941530245
419,428099.3138486652
420,680890.9302219397
421,1059273.203463391
422,1307951.3128444757
423,359384.1582353846
424,999068.0263454614
425,537448.9424796746
426,711263.1743951754
427,1226555.1080281027
428,1139486.6941719777
429,1262318.2373197468
430,890494.7787038551
431,976724.3531852269
432,539672.7343170249
433,703758.7163492439
434,977743.5041599027
435,1019133.7692413596
436,307297.66954178666
437,1041519.4581434965
438,660373.0564596758
439,720799.9019128364
440,874865.4444058092
441,769615.9056103587
442,937373.3735588836
443,769780.1538013495
444,1576643.5328340142
445,889449.9683324501
446,896652.2078155958
447,951435.801161893
448,892452.5365800849
449,791539.0267917654
450,867880.4804612575
451,1279107.5315395903
452,731493.3669340231
453,1224880.3953448276
454,848929.1907454047
455,798426.3013396091
456,780433.2192563214
457,921873.6469943136
458,1068179.9620512899
459,801325.005153019
460,850783.5264820867
461,814803.3735522875
462,793265.0145902364
463,89879.98199388059
464,804532.5949940203
465,1134259.4219754806
466,796091.2018073262
467,423038.36582050077
468,1199201.528353398
469,384300.4320460812
470,191204.06097113737
471,492813.4471490681
472,673141.421928944
473,1023969.8861323369
474,927786.430803046
475,956608.3955451628
476,743268.4863963141
477,1357985.9447595733
478,697660.572449622
479,966525.32591649
480,475867.7084243924
481,850867.5392669664
482,1007583.7283514513
483,1450700.5892422525
484,425599.0284336179
485,782671.0082720163
486,558351.797543939
487,836625.1404150155
488,989879.7191238141
489,1382955.0245509879
490,638536.7648164186
491,1183892.9802702332
492,756311.6611807069
493,1120636.2069069822
494,939233.5299536469
495,833140.4666937422
496,1128471.600511156
497,869042.9746629823
498,867950.8451793025
499,1045797.218338586
500,507116.9486750163
501,811571.363654821
502,986577.2911580974
503,961025.5457658848
504,818871.6881704301
505,765173.0905325843
506,910364.9281779561
507,1032831.8517739347
508,629272.473585411
509,1073264.2867781597
510,872528.1025610117
511,713318.7275461738
512,764150.0333528544
513,757371.9709012082
514,919472.832424256
515,676099.3935845362
516,819618.8817126667
517,493866.27243934677
518,771066.0832195997
519,479805.2291226946
520,670479.0100211431
521,866447.644096582
522,402138.43580517126
523,1214133.3468840132
524,1072421.5899519543
525,1193862.444059796
526,962602.6251852249
527,1397455.5810766835
528,932702.5776904199
529,1289578.685974017
530,732355.3268453637
531,1289243.4001861196
532,641055.7485446502
533,724276.0584543773
534,727735.8829779573
535,712778.6742648092
536,1013531.6978261562
537,770390.6033108036
538,1049816.3247591308
539,862669.067047911
540,1218885.3781133639
541,1146051.967517259
542,932503.0694983795
543,849553.2231519899
544,1066965.5890383925
545,1021890.0047111358
546,1227042.3821510277
547,869334.2612394239
548,968203.9067244565
549,1115469.366890557
550,1158337.9406663023
551,1505347.817252818
552,886786.3103056476
553,773107.0431106891
554,842353.6619420489
555,714883.758369617
556,1112325.981486066
557,979728.1938331629
558,987630.0788605949
559,1053170.3988029868
560,690479.7111669162
561,1275186.227173658
562,1051703.9893107484
563,1091435.2345503026
564,1003066.3923203402
565,934987.9321850545
566,695990.5156573841
567,1170297.7400055623
568,1008618.738990569
569,606931.1764040119
570,482750.7829077109
571,848641.8825267736
572,1005184.4054267731
573,609404.154699251
574,966754.4772701678
575,931173.0249690155
576,921101.8165730763
577,364694.8611216126
578,987182.1935790009
579,1217834.9446182956
580,769019.9015216234
581,705173.3569109611
582,1148774.0451934845
583,813849.2418540576
584,1030579.3114031688
585,1237671.167826341
586,905817.5581336218
587,867163.5893458799
588,781881.4199571835
589,889288.9412545213
590,538519.8556340045
591,653885.0814032194
592,705732.2465746083
593,829515.4714032204
594,410346.8253119864
595,1126287.4776507956
596,659190.27044822
597,849224.9870576928
598,1305775.0657647008
599,1307335.7121332213
600,1150264.3196785338
601,712262.1705753258
602,1178928.1025548545
603,760845.4893381437
604,1129725.2481365565
605,938650.9296805381
606,778277.2748725658
607,850188.4829418878
608,508423.20446887205
609,922765.1515334737
610,1065767.5308076576
611,729349.8913493038
612,968539.2599943078
613,885063.6053895301
614,855095.1061462901
615,536970.1561228852
616,934328.4792598942
617,893907.5804152379
618,903597.2294853713
619,697212.0569177048
620,819465.9415890451
621,830581.4658303601
622,1081081.3708245412
623,945820.172162834
624,1079832.8824761605
625,201825.37663430418
626,1319682.1075332384
627,900576.2010731662
628,1002218.6867345027
629,1221456.2811863043
630,50665.39841543534
631,862088.6024746349
632,840695.5957390476
633,834172.2847751069
634,612462.8590556365
635,789508.6887103501
636,575328.247005376
637,718858.8138383888
638,840388.8896678044
639,1268909.8904328237
640,833623.2943181759
641,1096056.3268198993
642,796487.5626086744
643,374993.89793317986
644,747395.5539697566
645,826653.2161722714
646,1063277.2858634947
647,655615.7366111975
648,1035506.9052218985
649,747646.6460816666
650,681569.7071584128
651,1186409.9937371225
652,1272900.645350643
653,1036846.6146989869
654,321031.5153892713
655,1140969.6568617926
656,955500.9400935321
657,1036843.5013076013
658,365314.89548908744
659,863118.52465955
660,979496.9978612713
661,813456.6398516871
662,812870.454397462
663,954780.4391548662
664,941254.4565590412
665,1302617.5799896035
666,765043.315951752
667,442871.5932455353
668,1010927.9567194975
669,1721066.7178604268
670,921789.288121809
671,676966.0257763744
672,1261033.598597054
673,1197053.8154773845
674,889565.2180197068
675,745782.0993550052
676,940705.9025845876
677,789864.1415557503
678,1025438.2122022458
679,474933.80512842897
680,973270.5251917783
681,917775.9709249507
682,432128.80230248754
683,975060.3345424965
684,180880.06209287967
685,1095992.0451541068
686,1056968.403906236
687,692430.1321063448
688,820436.9010948276
689,1074599.3611043182
690,935215.7916982232
691,1041442.728490225
692,1045335.9229226819
693,949280.4330023425
694,1154418.3891894396
695,728920.1753273562
696,1215122.1907979941
697,876815.7388238397
698,540974.4988244527
699,1425771.814908216
700,973540.3105622086
701,718569.4056027144
702,926488.7290204568
703,1120101.2664409033
704,652306.8593555166
705,493840.2082740541
706,775644.3413911343
707,839640.4296801111
708,1129493.208204149
709,455793.99333694857
710,1193304.363791834
711,946884.2420503214
712,923620.2248306796
713,662163.4795982522
714,724491.8199162247
715,896620.663593212
716,944221.3808335973
717,721662.3712215621
718,1505172.4813223733
719,649694.4796078079
720,846165.5678554485
721,689110.0320436996
722,716419.3060719636
723,885276.8138421824
724,1103932.8908766108
725,834094.4772140031
726,949235.0958852053
727,874597.4065419219
728,799478.4609370345
729,659103.407848794
730,669882.994732622
731,1409684.5378432134
732,817218.7692926886
733,1041564.5376986446
734,1112336.2210770668
735,755040.1722964493
736,1059730.816053801
737,678468.6730279296
738,865815.2928911974
739,1200791.7471083186
740,865857.3480593679
741,638114.8104407806
742,942137.066638642
743,901762.6169970386
744,921608.7510342208
745,903951.3600701948
746,836429.4804954191
747,690828.6070851401
748,902297.9236725625
749,474356.69498559716
750,862736.9102753631
751,701351.5250392838
752,755716.5340812936
753,1242605.4015982316
754,788211.9664540864
755,281669.7442360156
756,788294.4905660683
757,702166.928969716
758,956448.8772875095
759,636197.8035481282
760,809777.0701915175
761,881942.891946141
762,484157.2621927777
763,1073988.2239953345
764,511777.21573338937
765,1006950.7803560226
766,836054.1111824126
767,149309.90423514554
768,997083.9792284791
769,210663.79382822546
770,899704.2853329383
771,826302.3460702805
772,323255.99669355643
773,1196203.7401591167
774,1136746.4697881679
775,721472.6397174038
776,1309392.3525814489
777,938980.8905131078
778,1130108.2842050367
779,1283045.475388768
780,1322563.472281388
781,1073015.0248626177
782,718074.432291779
783,905603.1533031482
784,793966.0226360647
785,739642.4800435014
786,876505.2925557974
787,471516.193891427
788,1408160.6986930254
789,1024276.3493050892
790,816620.7754810973
791,1151251.3275057347
792,690658.9565987407
793,1080091.07865445
794,1091508.8950236791
795,1108137.1313940655
796,1226462.1362014017
797,1076538.2942511442
798,928180.6719006363
799,810717.6343305338
800,227456.69736872835
801,1350718.3166794176
802,1115327.7376992737
803,1251105.9578298854
804,832263.771260066
805,1135030.6060374703
806,737347.2049726811
807,823371.3068585806
808,1116912.107791447
809,985312.3494751506
810,824181.8086483518
811,1637102.8135795444
812,1365528.390204554
813,829499.6136849796
814,956066.2215590418
815,692417.1183523334
816,940261.7185758044
817,1147502.5562971937
818,1287383.612459104
819,1117326.1211451609
820,999279.8839280956
821,840641.9837273394
822,978719.5959005277
823,893589.2374355531
824,833066.4080600496
825,896083.553913456
826,1083528.5450267806
827,912199.1737147067
828,994846.5255527296
829,255116.58478118572
830,1241334.4797764255
831,480570.9906583817
832,440462.16677715676
833,980225.8498942079
834,567619.6148181784
835,931178.8829517055
836,712147.3183225108
837,801176.7713288967
838,846575.9062929257
839,1132155.6410921959
840,551221.273862393
841,1065997.227219651
842,1259551.4901453452
843,1046301.7576091785
844,857991.8426667384
845,1079965.3552188436
846,517509.21096387506
847,779711.130789846
848,954193.4725954407
849,540875.1475584641
850,579315.7846620698
851,1007088.8865178489
852,759660.7966739474
853,942556.0218444717
854,1091858.9602993547
855,768163.8258138936
856,954473.2976023229
857,487313.7513782334
858,852788.3101254595
859,1245581.3157455157
860,810395.1622190615
861,1032700.9024712269
862,767782.0442774785
863,1034150.2761099676
864,701629.8241318145
865,652111.5254942816
866,824149.2489771119
867,879189.7111954198
868,776919.5497190501
869,699484.3275508131
870,909938.5731344838
871,829021.6881810947
872,1407892.1087937993
873,957837.9407527177
874,1049993.9959871322
875,271655.56712999695
876,962285.0626822817
877,816601.202751769
878,546785.6111074951
879,747290.3581279807
880,848288.5001288231
881,576863.9109668604
882,1176707.478429911
883,1196344.6002708853
884,776097.1792390706
885,594535.4834832257
886,866472.0450489932
887,928054.1038087965
888,944594.1210871537
889,860962.9670017685
890,1072481.051000833
891,729814.3389685741
892,748311.1651042734
893,681287.4484511463
894,755194.8275203019
895,770959.9174484432
896,884350.2362375248
897,1207567.7626937502
898,1041137.2304112448
899,909576.7150389301
900,810441.1206327043
901,387736.64411228825
902,711603.7930800124
903,996575.6409055954
904,1034024.7426531296
905,1037598.4132336511
906,676077.0136382584
907,981335.5391168795
908,766172.2839433338
909,986694.9912478873
910,932300.6365373913
911,987471.6707515822
912,963799.022805667
913,1004512.7674713233
914,289154.0206924798
915,777477.2847654859
916,886030.973047223
917,1022594.4195793624
918,882330.2020419412
919,781335.7383796212
920,981042.0383277436
921,1354096.534904265
922,1059335.5706360505
923,844456.5733392242
924,651926.7288567437
925,786935.4800928638
926,992764.0891755883
927,833749.1963605764
928,912394.0622594082
929,814564.0689226183
930,964381.7353816829
931,822430.1217617602
932,1078769.4224970462
933,935980.5861083833
934,997183.5045726923
935,841805.6805613738
936,1203144.6828094097
937,781324.7415826702
938,826287.8141459567
939,1063296.424548534
940,961588.445978033
941,862904.0720549538
942,995830.8649778521
943,804086.1834372729
944,668215.0367119453
945,717726.9935287405
946,1099083.8495754523
947,1069425.6988153916
948,453513.21838170104
949,921907.374615043
950,1048238.7935818643
951,565171.4345267287
952,977736.250198728
953,1310885.3846977581
954,1269226.8829843353
955,867787.2527924055
956,842568.5347349249
957,1092988.5060959843
958,1237854.5718865923
959,1124696.465303598
960,464423.16566608567
961,851848.545717131
962,610583.6905550708
963,394664.93654855795
964,1152931.626230154
965,1144112.5013628362
966,924257.4485128506
967,1370998.1181106898
968,1029676.325017266
969,155689.083811017
970,984158.3751480919
971,995198.6383170448
972,874728.0139174464
973,933617.3298335664
974,571400.3015549675
975,566611.1375760997
976,871369.949166033
977,1209915.353824297
978,188111.09956156882
979,1126035.834066433
980,1028239.1224611711
981,1188389.8033278484
982,467501.0359943514
983,1020829.8288173229
984,850254.4669985618
985,579158.9016774799
986,740971.5408823517
987,1161829.192810806
988,552141.6612046307
989,965279.5395947319
990,558240.1121158082
991,824038.3530907622
992,922543.4821211773
993,827244.6318088516
994,692174.5759860248
995,1233337.8549370274
996,791321.9214460138
997,988364.0064203034
998,889108.002585073
999,730340.0417166529
1000,207456.20700346678
1001,1076388.6105760476
1002,983902.2552880314
1003,810408.9838560515
1004,879163.8690363053
1005,805172.4760737128
1006,877217.8135664826
1007,886939.6283917666
1008,833501.4057214274
1009,770989.4894537826
1010,1214506.167043428
1011,823053.8345337305
1012,887368.6304821459
1013,1407682.1370078472
1014,895578.4402122216
1015,457428.64480209525
1016,967287.6967695067
1017,1301813.0379258017
1018,976612.753628972
1019,653244.3861919234
1020,21037.86169291474
1021,928270.261338921
1022,362329.45910327625
1023,1357852.863094231
1024,1207771.4466960505
1025,1140161.0385640818
1026,688766.7357323531
1027,1008655.112555793
1028,283121.3652624964
1029,761228.3580259907
1030,936135.8990318612
1031,500240.21188926545
1032,856341.320427825
1033,834206.6371601982
1034,669800.2884803744
1035,904792.6108087269
1036,919552.1470086018
1037,539152.7569248194
1038,919433.505519151
1039,1052227.1005492206
1040,1070328.1104906527
1041,804813.569666308
1042,1004249.3955150426
1043,1496965.3349168734
1044,1028733.7216834734
1045,1083569.9023938933
1046,420030.82983711595
1047,877180.2362279105
1048,953302.2809543458
1049,781991.8925496445
1050,624876.7732171929
1051,1001107.2670273103
1052,729800.5280406829
1053,915879.0034304202
1054,698832.8341860918
1055,902570.9569205886
1056,1258088.6159452917
1057,780487.6431437092
1058,1082388.5744380564
1059,924163.022801855
1060,1689363.8367227314
1061,1086256.8076657462
1062,1156910.9409131517
1063,609042.5651966162
1064,662599.993546301
1065,946339.2433010517
1066,840946.7756923975
1067,213318.14838500042
1068,492656.1633605092
1069,617503.0039365508
1070,1119993.0321380545
1071,793247.0074040752
1072,924211.5818739479
1073,1037623.3843284771
1074,565751.704986697
1075,1089816.7654305368
1076,901753.6609888754
1077,838872.619310694
1078,839197.4911172625
1079,958742.4715950931
1080,1327259.4934787815
1081,1192844.8347345772
1082,417522.38966230303
1083,1120021.3217786127
1084,788934.9469926901
1085,788245.4967336773
1086,783922.1435834502
1087,595821.6859696591
1088,1012089.1424429519
1089,814680.1680037512
1090,566538.9392846553
1091,840780.2246536135
1092,1018228.7609310844
1093,868382.5377158407
1094,857342.4766742283
1095,902794.4577328311
1096,901158.0332489489
1097,768902.3968113996
1098,726011.6661127943
1099,913705.5122315506
1100,1301091.2147586485
1101,967477.4958859714
1102,825260.6741317379
1103,1047097.1260236632
1104,472204.6397754557
1105,457038.2302094883
1106,412132.2808081468
1107,1396280.3240720748
1108,1146790.128539718
1109,856858.1926818567
1110,898412.2023766097
1111,513681.3326446245
1112,929561.640202041
1113,871569.1802590152
1114,823937.1570302133
1115,873258.6719361075
1116,1059150.315879079
1117,570491.384412326
1118,399816.70121862786
1119,1093528.7289940794
1120,858492.1148439766
1121,999971.2660400136
1122,987147.0001766466
1123,819088.2337627888
1124,710565.0197312799
1125,563359.231446222
1126,722280.3898053069
1127,990010.0920161107
1128,793061.0729820466
1129,848450.8629061531
1130,504352.4457565255
1131,936332.6490803874
1132,809973.7999492311
1133,1029366.8653831315
1134,1058124.9006716209
1135,998784.1795124654
1136,809932.3999950328
1137,845699.591125165
1138,880264.2729716379
1139,894991.6671739083
1140,753206.7869214496
1141,873712.6473449318
1142,646809.4271215037
1143,915869.7822527809
1144,713616.7811016985
1145,1086932.4806296437
1146,815906.9100841731
1147,982092.6264470774
1148,122045.04355618276
1149,838442.8330467457
1150,870603.2568463157
1151,1054446.2637564964
1152,539381.9671345042
1153,1053131.79682906
1154,644800.9772317279
1155,791925.1100089033
1156,734243.2515931851
1157,651939.6639006223
1158,1330130.4844928198
1159,932298.7838651116
1160,927744.1700609319
1161,764661.4610935786
1162,961049.9531596166
1163,909163.3975015399
1164,872151.909980535
1165,1533024.7774302652
1166,773150.4872315277
1167,572790.6318961326
1168,913868.9569514436
1169,695299.7498421726
1170,1057441.791684833
1171,678486.5643321011
1172,929946.4021970324
1173,548364.9414646338
1174,949731.7970340282
1175,606302.3698979365
1176,959971.7446324509
1177,966868.533601892
1178,854934.9213361139
1179,973854.9841945125
1180,572927.7786835479
1181,153660.4236920739
1182,912225.1360280651
1183,520730.4666957961
1184,746929.2877004711
1185,910423.7386155697
1186,792397.5906731137
1187,970144.6042746177
1188,619756.3430435462
1189,1071794.7947593308
1190,1293348.7755356613
1191,894235.9880635687
1192,708909.664816952
1193,916790.4193267684
1194,828177.7111826624
1195,901682.2468186532
1196,975507.4954980665
1197,296942.3241713253
1198,795201.6093453766
1199,679195.5876328844
1200,969076.2298283617
1201,1099259.2649096856
1202,944927.7181823561
1203,947359.3172161633
1204,1270861.5530114076
1205,834925.5967288723
1206,1527428.687896629
1207,565225.7855475146
1208,554820.2525083574
1209,803781.087395289
1210,921319.6199391597
1211,934147.5090810251
1212,755938.1178205312
1213,922883.7225507207
1214,888282.289917358
1215,753843.5618681242
1216,813963.0369815215
1217,948653.2595903564
1218,967154.8605520831
1219,277907.7153048997
1220,1292109.4490213145
1221,632345.6773738551
1222,872838.4096189565
1223,650128.8032643303
1224,1105307.5781635107
1225,659232.9265787542
1226,473327.46562122565
1227,1051066.0329324042
1228,880649.617389093
1229,982916.382813564
1230,452824.46617130155
1231,1516141.4975148793
1232,922815.7312902074
1233,986414.7333027831
1234,796640.5918673455
1235,990494.7184268164
1236,1244077.90019071
1237,483512.95859619614
1238,646774.4862919131
1239,823749.7899455919
1240,-55157.72610196029
1241,703905.9096603859
1242,964889.3621000886
1243,938170.5218212239
1244,1158541.0141617667
1245,1357398.463473646
1246,756621.5042150348
1247,1215600.2125386263
1248,723102.9402540046
1249,883246.5822781259
1250,1146134.7316529448
1251,931810.3451520507
1252,1063589.851643257
1253,953962.5252403535
1254,865892.2124675638
1255,815557.4749448643
1256,765846.1039858883
1257,1122499.847343458
1258,954907.0918828025
1259,809554.6369880127
1260,649005.4745996216
1261,629138.2154633427
1262,712853.4649230598
1263,477799.71660675097
1264,909017.7884732911
1265,1410456.2334644392
1266,855493.0709298201
1267,944290.7237078926
1268,1010206.9824307063
1269,896769.5531391201
1270,982503.8494311373
1271,222419.80864233663
1272,908236.2668616729
1273,886876.3809484635
1274,805054.8198198419
1275,1091657.1149180569
1276,825737.3877704008
1277,797040.9745705718
1278,949941.3169155241
1279,873518.5856962486
1280,791562.9294405554
1281,876381.7640863127
1282,566092.136227391
1283,714244.5075610942
1284,856071.2500572508
1285,302486.6853306269
1286,876260.7725752376
1287,960749.0717889937
1288,236261.64509249618
1289,829001.032880038
1290,261763.49826196395
1291,421906.2152069259
1292,1183805.073194922
1293,1011256.2915441248
1294,956452.684142625
1295,938997.005471145
1296,939403.7174685386
1297,1158779.645082986
1298,335501.1894533114
1299,896586.689116859
1300,711261.794429589
1301,319607.46184099256
1302,869823.1984395301
1303,826677.8524657374
1304,698439.2613605522
1305,1108767.9606915817
1306,726673.0545479988
1307,599759.2566274013
1308,926097.0876256062
1309,670204.5406354403
1310,514766.00011990126
1311,252084.7625662866
1312,638828.2688210458
1313,1038609.6138303184
1314,1762632.0117164669
1315,818578.5678550423
1316,1239966.0683744014
1317,1009167.5540897725
1318,1010356.0025199787
1319,1032564.9434270004
1320,715059.1814497176
1321,1004725.9260307365
1322,534531.6789107234
1323,1390604.7046293402
1324,1154760.5380725753
1325,969901.3557495348
1326,407088.39961735776
1327,840314.1886118525
1328,573576.4739796694
1329,844142.7341685954
1330,1210979.29591167
1331,730348.4991940836
1332,893469.5448348548
1333,922882.8639489273
1334,876083.7144721256
1335,770184.452758122
1336,1144407.9380048653
1337,1007059.8720762943
1338,1245174.5431394398
1339,940621.5224240252
1340,1267451.659722926
1341,810202.8152762676
1342,937651.4690636254
1343,809397.0252877487
